GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
BURGLARY OF VEHICLE           ,Theft,5-Dec-15,501 CANYON RIDGE DR                                                                                 ,7-Dec-15,78753.0
THEFT                         ,Theft,13-Jun-15,3201 BEE CAVES RD                                                                                   ,20-Jul-15,78746.0
THEFT                         ,Theft,26-Aug-15,9900 S IH 35 SVRD SB                                                                                ,17-Sep-15,78748.0
THEFT                         ,Theft,21-Aug-15,710 E BEN WHITE BLVD SVRD EB                                                                        ,24-Aug-15,78745.0
THEFT                         ,Theft,10-Sep-15,1100 W 45TH ST                                                                                      ,15-Sep-15,78756.0
THEFT                         ,Theft,31-May-15,1706 E WILLIAM CANNON DR                                                                            ,2-Jun-15,78744.0
THEFT BY SHOPLIFTING          ,Theft,6-Feb-15,5300 S MOPAC EXPY SB                                                                                ,11-Feb-15,78749.0
BURGLARY OF VEHICLE           ,Theft,2-Feb-15,11000 METRIC BLVD                                                                                   ,4-Feb-15,78758.0
THEFT                         ,Theft,16-Jun-15,211 E 7TH ST                                                                                        ,6-Jul-15,78701.0
THEFT                         ,Theft,2-Jun-15,1920 E RIVERSIDE DR                                                                                 ,30-Sep-15,78741.0
BURGLARY OF RESIDENCE         ,Burglary,11-Jul-15,11000 WANDERING WAY                                                                                 ,14-Sep-15,78754.0
THEFT BY SHOPLIFTING          ,Theft,3-Nov-15,2525 W ANDERSON LN                                                                                  ,5-Nov-15,78757.0
THEFT                         ,Theft,25-Oct-15,2508 E RIVERSIDE DR                                                                                 ,28-Nov-15,78741.0
THEFT                         ,Theft,13-Oct-15,2915 SAN GABRIEL ST                                                                                 ,4-Nov-15,78705.0
DEADLY CONDUCT                ,Agg Assault,16-Nov-15,11101 COUNTY DOWN DR                                                                                ,23-Nov-15,78747.0
BURGLARY NON RESIDENCE        ,Burglary,21-Dec-15,8225 W SH 71                                                                                        ,18-Jan-16,78736.0
AUTO THEFT                    ,Auto Theft,21-Apr-15,8885 RESEARCH BLVD NB                                                                               ,22-Apr-15,78758.0
THEFT FROM AUTO               ,Theft,6-Jan-15,9011 TUSCANY WAY                                                                                    ,8-Jan-15,78754.0
AGG ASSAULT                   ,Agg Assault,15-Jan-15,AIRPORT BLVD / E MARTIN LUTHER KING JR BLVD                                                         ,18-Jan-15,78723.0
THEFT                         ,Theft,9-Sep-15,4501 E BEN WHITE BLVD EB                                                                            ,9-Sep-15,78744.0
BURGLARY NON RESIDENCE        ,Burglary,11-Nov-15,3400 LYNRIDGE DR                                                                                    ,14-Jan-16,78723.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,19-Apr-15,1300 CROSSING PL                                                                                    ,21-Apr-15,78741.0
THEFT                         ,Theft,13-Jan-15,CHICON ST / E MARTIN LUTHER KING JR BLVD                                                            ,20-Jan-15,78722.0
THEFT                         ,Theft,24-Mar-15,101 COLORADO ST                                                                                     ,31-Mar-15,78701.0
BURGLARY OF VEHICLE           ,Theft,27-Sep-15,800 TURTLE CREEK BLVD                                                                               ,28-Sep-15,78745.0
THEFT                         ,Theft,23-Dec-15,2911 MEDICAL ARTS ST                                                                                ,28-Dec-15,78705.0
BURGLARY OF VEHICLE           ,Theft,24-Apr-15,11900 STONEHOLLOW DR                                                                                ,24-Apr-15,78758.0
BURGLARY OF VEHICLE           ,Theft,27-Jun-15,701 WOODWARD ST                                                                                     ,29-Jun-15,78704.0
BURGLARY OF RESIDENCE         ,Burglary,30-Jan-15,601 NELRAY BLVD                                                                                     ,4-Feb-15,78751.0
THEFT                         ,Theft,20-Mar-15,100 S 1ST ST                                                                                        ,26-Mar-15,78704.0
BURGLARY OF VEHICLE           ,Theft,14-Apr-15,111 W 38TH ST                                                                                       ,15-Apr-15,78705.0
AGG ASSAULT                   ,Agg Assault,18-Oct-15,8912 N LAMAR BLVD                                                                                   ,19-Oct-15,78758.0
BURGLARY OF RESIDENCE         ,Burglary,18-Nov-15,7584 CHEVY CHASE DR                                                                                 ,23-Nov-15,78752.0
BURGLARY OF VEHICLE           ,Theft,14-Dec-15,2625 GWENDOLYN LN                                                                                   ,15-Dec-15,78748.0
THEFT                         ,Theft,12-Mar-15,1054 SPRINGDALE RD                                                                                  ,,78721.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,28-Mar-15,8401 COLONY LOOP DR                                                                                 ,8-Apr-15,78724.0
THEFT FROM AUTO               ,Theft,12-May-15,7631 W US 290 HWY                                                                                   ,21-May-15,78749.0
THEFT                         ,Theft,31-Jul-15,825 E WILLIAM CANNON DR                                                                             ,1-Sep-15,78745.0
BURGLARY OF VEHICLE           ,Theft,15-Nov-15,714 E 45TH ST                                                                                       ,18-Feb-16,78751.0
THEFT BY SHOPLIFTING          ,Theft,12-Jul-15,10710 RESEARCH BLVD SB                                                                              ,25-Aug-15,78759.0
