GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
BURGLARY OF VEHICLE           ,Theft,22-Oct-16,GUADALUPE ST / W 6TH ST                                                                             ,25-Oct-16,78701.0
BURGLARY OF VEHICLE           ,Theft,18-Feb-16,2615 CARLOW DR                                                                                      ,24-Feb-16,78745.0
THEFT                         ,Theft,17-Jun-16,FM 969 RD / CRAIGWOOD DR                                                                            ,17-Aug-16,78724.0
SEXUAL ASSAULT W/ OBJECT      ,Rape,16-Feb-16,,17-Feb-16,78701.0
BURGLARY NON RESIDENCE        ,Burglary,6-Nov-16,5025 BURNET RD                                                                                      ,29-Nov-16,78756.0
THEFT                         ,Theft,6-Feb-16,E 6TH ST / RED RIVER ST                                                                             ,3-Mar-16,78701.0
THEFT                         ,Theft,1-Sep-16,3520 FITZROY AVE                                                                                    ,2-Sep-16,78748.0
THEFT                         ,Theft,24-Oct-16,8224 RESEARCH BLVD NB                                                                               ,25-Oct-16,78758.0
THEFT                         ,Theft,24-Mar-16,808 EBERHART LN                                                                                     ,5-Apr-16,78745.0
AGG ASLT W/MOTOR VEH FAM/DAT V,Agg Assault,29-Nov-16,1950 WEBBERVILLE RD                                                                                 ,16-Dec-16,78721.0
BURGLARY OF VEHICLE           ,Theft,18-Jul-16,8813 CAINWOOD LN                                                                                    ,26-Jul-16,78729.0
THEFT OF BICYCLE              ,Theft,15-Nov-16,1003 JUSTIN LN                                                                                      ,17-Nov-16,78757.0
AUTO THEFT                    ,Auto Theft,6-Mar-16,1720 WOODWARD ST                                                                                    ,7-Mar-16,78741.0
THEFT                         ,Theft,31-May-16,9111 S 1ST ST                                                                                       ,,78748.0
THEFT                         ,Theft,15-Nov-16,401 MASTERSON PASS                                                                                  ,17-Jan-17,78753.0
THEFT                         ,Theft,11-Apr-16,S IH 35 SVRD NB / E WILLIAM CANNON DR                                                               ,12-Apr-16,78744.0
THEFT                         ,Theft,25-Aug-16,5017 W US 290 HWY EB                                                                                ,9-Sep-16,78749.0
AUTO THEFT                    ,Auto Theft,9-Sep-16,1405 AVEBURY CIR                                                                                    ,9-Sep-16,78753.0
THEFT                         ,Theft,20-Apr-16,4310 YELLOW ROSE TRL                                                                                ,20-Apr-16,78749.0
THEFT                         ,Theft,6-Dec-16,10515 N MOPAC EXPY SVRD NB                                                                          ,,78758.0
THEFT OF LICENSE PLATE        ,Theft,14-Aug-16,3801 W PARMER LN                                                                                    ,22-Aug-16,78727.0
BURGLARY OF RESIDENCE         ,Burglary,24-Nov-16,7200 HILLCROFT DR                                                                                   ,28-Nov-16,78724.0
BURGLARY NON RESIDENCE        ,Burglary,7-Apr-16,9409 HUNTER LN                                                                                      ,11-Apr-16,78748.0
BURGLARY OF RESIDENCE         ,Burglary,26-Sep-16,3015 S 5TH ST                                                                                       ,27-Oct-16,78704.0
THEFT                         ,Theft,18-Mar-16,515 S CONGRESS AVE                                                                                  ,26-Apr-16,78704.0
BURGLARY NON RESIDENCE        ,Burglary,31-Aug-16,601 N IH 35 SVRD NB                                                                                 ,31-Aug-16,78702.0
AUTO THEFT                    ,Auto Theft,17-Jul-16,5811 MESA DR                                                                                        ,18-Jul-16,78731.0
THEFT                         ,Theft,14-Oct-16,2209 GARDENIA DR                                                                                    ,,78727.0
THEFT FROM AUTO               ,Theft,24-Mar-16,4914 S IH 35 SVRD SB                                                                                ,1-Apr-16,78745.0
BURGLARY OF VEHICLE           ,Theft,12-May-16,3505 W 35TH ST                                                                                      ,18-May-16,78703.0
THEFT BY SHOPLIFTING          ,Theft,20-May-16,1030 NORWOOD PARK BLVD                                                                              ,23-May-16,78753.0
THEFT                         ,Theft,15-Feb-16,8805 NORTH PLZ                                                                                      ,24-Feb-16,78753.0
BURGLARY OF RESIDENCE         ,Burglary,4-May-16,1401 GLENWOOD DR                                                                                    ,5-Jul-16,78723.0
THEFT                         ,Theft,24-Sep-16,1405 SPRINGDALE RD                                                                                  ,21-Nov-16,78721.0
AUTO THEFT                    ,Auto Theft,18-Dec-16,2225 E OLTORF ST                                                                                    ,22-Dec-16,78741.0
THEFT                         ,Theft,9-Nov-16,3600 PRESIDENTIAL BLVD                                                                              ,17-Nov-16,78719.0
BURG NON RESIDENCE SHEDS      ,Burglary,2-Nov-16,7011 HART LN                                                                                        ,29-Dec-16,78731.0
THEFT                         ,Theft,23-Jan-16,700 SAN JACINTO BLVD                                                                                ,27-Jan-16,78701.0
THEFT BY SHOPLIFTING          ,Theft,24-Aug-16,1000 E 41ST ST                                                                                      ,29-Aug-16,78751.0
AGG RAPE                      ,Rape,25-Oct-16,,26-Oct-16,78758.0
THEFT OF BICYCLE              ,Theft,3-Mar-16,6006 TURNSTONE CT                                                                                   ,4-Mar-16,78744.0
THEFT                         ,Theft,25-Nov-16,11506 CENTURY OAKS TER                                                                              ,28-Nov-16,78758.0
RAPE                          ,Rape,21-Nov-16,,12-Jan-17,78754.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,29-Oct-16,LAVACA ST / W CESAR CHAVEZ ST                                                                       ,12-Dec-16,78701.0
BURGLARY OF VEHICLE           ,Theft,16-Sep-16,4600 ELMONT DR                                                                                      ,8-Nov-16,78741.0
BURGLARY OF VEHICLE           ,Theft,9-Jan-16,9700 STONELAKE BLVD                                                                                 ,18-Jan-16,78759.0
BURGLARY OF RESIDENCE         ,Burglary,28-Jul-16,3014 W WILLIAM CANNON DR                                                                            ,1-Aug-16,78745.0
THEFT OF LICENSE PLATE        ,Theft,27-Jul-16,916 W KOENIG LN                                                                                     ,27-Jul-16,78752.0
BURGLARY OF VEHICLE           ,Theft,23-May-16,13208 MORRIS RD                                                                                     ,30-May-16,78729.0
RAPE                          ,Rape,3-Jul-16,,6-Jul-16,78704.0
THEFT                         ,Theft,1-Nov-16,3600 N CAPITAL OF TEXAS HWY SB                                                                      ,22-Nov-16,78746.0
THEFT                         ,Theft,6-Apr-16,PROVINES DR / MOTHERAL DR                                                                           ,,78753.0
BURGLARY OF VEHICLE           ,Theft,31-Dec-16,5601 EXETER DR                                                                                      ,16-Jan-17,78723.0
THEFT                         ,Theft,22-Apr-16,6500 MOONGLOW DR                                                                                    ,24-Aug-16,78724.0
THEFT                         ,Theft,5-Nov-16,1704 NELMS DR                                                                                       ,27-Dec-16,78744.0
BURGLARY NON RESIDENCE        ,Burglary,9-Oct-16,4202 SANTIAGO ST                                                                                    ,20-Oct-16,78745.0
BURGLARY OF VEHICLE           ,Theft,31-Mar-16,LEMON DR / JACARANDA DR                                                                             ,18-Apr-16,78744.0
BURGLARY OF VEHICLE           ,Theft,29-Dec-16,N CAPITAL OF TEXAS HWY NB / COURTYARD DR                                                            ,2-Jan-17,78731.0
THEFT BY SHOPLIFTING          ,Theft,25-Apr-16,3800 N LAMAR BLVD                                                                                   ,20-May-16,78756.0
THEFT OF BICYCLE              ,Theft,17-Aug-16,400 W ST ELMO RD                                                                                    ,17-Aug-16,78745.0
THEFT                         ,Theft,20-Sep-16,500 E 7TH ST                                                                                        ,22-Sep-16,78701.0
THEFT OF AUTO PARTS           ,Theft,4-Jul-16,6000 SILICON DR                                                                                     ,14-Dec-16,78653.0
BURGLARY OF VEHICLE           ,Theft,3-Sep-16,2607 FISET DR                                                                                       ,5-Oct-16,78731.0
THEFT                         ,Theft,16-Nov-16,11200 LAKELINE MALL DR                                                                              ,19-Dec-16,78613.0
THEFT                         ,Theft,6-May-16,1000 AUDREY CT                                                                                      ,,78704.0
THEFT OF BICYCLE              ,Theft,13-Nov-16,5789 AIRPORT BLVD                                                                                   ,16-Nov-16,78752.0
BURGLARY OF VEHICLE           ,Theft,29-Aug-16,625 E STASSNEY LN                                                                                   ,13-Sep-16,78745.0
THEFT OF AUTO PARTS           ,Theft,20-Jun-16,5701 S MOPAC EXPY NB                                                                                ,21-Jun-16,78749.0
THEFT                         ,Theft,30-Dec-16,421 W 3RD ST                                                                                        ,26-Jan-17,78701.0
THEFT                         ,Theft,3-Dec-16,2426 E RIVERSIDE DR                                                                                 ,3-Dec-16,78741.0
BURGLARY OF VEHICLE           ,Theft,30-Mar-16,4601 N LAMAR BLVD                                                                                   ,6-Apr-16,78751.0
AUTO THEFT                    ,Auto Theft,19-Jan-16,3500 DIME CIR                                                                                       ,20-Jan-16,78744.0
THEFT                         ,Theft,8-Mar-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,22-Mar-16,78746.0
AUTO THEFT                    ,Auto Theft,5-Apr-16,1100 W CESAR CHAVEZ ST                                                                              ,11-May-16,78703.0
AGG ASSAULT                   ,Agg Assault,22-Aug-16,400 E 8TH ST                                                                                        ,7-Sep-16,78701.0
THEFT                         ,Theft,23-Aug-16,212 PEDERNALES ST                                                                                   ,10-Oct-16,78702.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,16-Apr-16,5000 COTTONWOOD CIR                                                                                 ,4-May-16,78723.0
BURGLARY NON RESIDENCE        ,Burglary,6-Mar-16,5635 W US 290 HWY SVRD EB                                                                           ,16-May-16,78749.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,1-Jun-16,MIDDLE FISKVILLE RD / E RUNDBERG LN                                                                 ,4-Jun-16,78753.0
THEFT OF AUTO PARTS           ,Theft,19-Apr-16,5701 S MOPAC EXPY SVRD NB                                                                           ,25-Apr-16,78749.0
THEFT                         ,Theft,28-Oct-16,2701 E 7TH ST                                                                                       ,,78702.0
BURGLARY OF VEHICLE           ,Theft,26-Dec-16,8917 RESEARCH BLVD SVRD NB                                                                          ,27-Dec-16,78758.0
SEXUAL ASSAULT W/ OBJECT      ,Rape,9-Sep-16,,27-Jan-17,78701.0
THEFT                         ,Theft,16-Dec-16,2008 TERI RD                                                                                        ,19-Jan-17,78744.0
BURGLARY NON RESIDENCE        ,Burglary,24-Feb-16,4616 TRIANGLE AVE                                                                                   ,25-Feb-16,78751.0
THEFT                         ,Theft,6-May-16,802 S 1ST ST                                                                                        ,11-May-16,78704.0
THEFT                         ,Theft,12-May-16,12900 N IH 35 SVRD SB                                                                               ,12-May-16,78753.0
BURGLARY OF VEHICLE           ,Theft,31-May-16,6408 BACK BAY LN                                                                                    ,8-Jun-16,78739.0
BURGLARY OF VEHICLE           ,Theft,27-May-16,1201 ALTA VISTA AVE                                                                                 ,28-May-16,78704.0
THEFT BY SHOPLIFTING          ,Theft,20-Dec-16,2205 E RIVERSIDE DR                                                                                 ,2-Jan-17,78741.0
BURGLARY OF VEHICLE           ,Theft,29-Dec-16,6917 VASSAR DR                                                                                      ,11-Jan-17,78723.0
AUTO THEFT                    ,Auto Theft,24-Jun-16,4312 JINX AVE                                                                                       ,28-Jun-16,78745.0
BURGLARY OF VEHICLE           ,Theft,4-Nov-16,901 LITTLE TEXAS LN                                                                                 ,17-Nov-16,78745.0
THEFT                         ,Theft,2-Jul-16,422 E 6TH ST                                                                                        ,13-Jul-16,78701.0
THEFT                         ,Theft,23-Apr-16,5441 N IH 35 SVRD NB                                                                                ,26-Apr-16,78723.0
THEFT OF LICENSE PLATE        ,Theft,2-May-16,1905 DEXTER ST                                                                                      ,6-May-16,78704.0
THEFT                         ,Theft,22-Sep-16,12900 N IH 35 SVRD NB                                                                               ,6-Oct-16,78753.0
THEFT                         ,Theft,27-May-16,9600 S IH 35 SVRD SB                                                                                ,2-Jun-16,78748.0
THEFT BY SHOPLIFTING          ,Theft,18-Aug-16,710 E BEN WHITE BLVD SVRD EB                                                                        ,29-Aug-16,78745.0
RAPE OF A CHILD               ,Rape,12-Sep-16,,8-Feb-17,78727.0
THEFT FROM AUTO               ,Theft,25-Mar-16,12707 N MOPAC EXPY SVRD NB                                                                          ,28-Mar-16,78727.0
THEFT                         ,Theft,3-Feb-16,3707 MANCHACA RD                                                                                    ,3-Feb-16,78704.0
BURGLARY OF VEHICLE           ,Theft,19-Mar-16,9333 RESEARCH BLVD SVRD NB                                                                          ,30-Mar-16,78759.0
THEFT BY SHOPLIFTING          ,Theft,7-Jun-16,118 E OLTORF ST                                                                                     ,11-Oct-16,78704.0
BURGLARY OF VEHICLE           ,Theft,23-Oct-16,800 E 7TH ST                                                                                        ,10-Nov-16,78702.0
THEFT                         ,Theft,4-Sep-16,1030 NORWOOD PARK BLVD                                                                              ,27-Sep-16,78753.0
BURGLARY OF RESIDENCE         ,Burglary,26-Mar-16,2616 HOWELLWOOD WAY                                                                                 ,13-Jun-16,78748.0
THEFT                         ,Theft,14-Apr-16,85 WALLER ST                                                                                        ,19-Apr-16,78702.0
THEFT                         ,Theft,29-Jun-16,4110 GUADALUPE ST                                                                                   ,7-Jul-16,78751.0
BURGLARY NON RESIDENCE        ,Burglary,1-Jul-16,2104 LAMPLIGHT VILLAGE CIR                                                                          ,25-Aug-16,78727.0
THEFT                         ,Theft,4-Mar-16,5300 S MOPAC EXPY SVRD SB                                                                           ,8-Mar-16,78749.0
THEFT                         ,Theft,26-Nov-16,5311 BALCONES DR                                                                                    ,29-Nov-16,78731.0
THEFT FROM AUTO               ,Theft,18-Oct-16,4602 S 2ND ST                                                                                       ,19-Oct-16,78745.0
BURG NON RESIDENCE SHEDS      ,Burglary,8-Nov-16,2801 S LAKELINE BLVD                                                                                ,14-Nov-16,78613.0
THEFT                         ,Theft,12-Feb-16,1030 NORWOOD PARK BLVD                                                                              ,15-Feb-16,78753.0
BURGLARY OF VEHICLE           ,Theft,21-Oct-16,DAWSON RD / BARTON SPRINGS RD                                                                       ,26-Oct-16,78704.0
THEFT OF LICENSE PLATE        ,Theft,25-Nov-16,3501 MILLS AVE                                                                                      ,4-Dec-16,78731.0
THEFT                         ,Theft,4-Oct-16,12929 PEGASUS ST                                                                                    ,28-Nov-16,78727.0
THEFT                         ,Theft,27-Apr-16,12521 ONDARA DR                                                                                     ,27-Apr-16,78739.0
BURGLARY OF RESIDENCE         ,Burglary,2-Jul-16,6600 ELM CREEK DR                                                                                   ,6-Jul-16,78744.0
BURG NON RESIDENCE SHEDS      ,Burglary,27-Feb-16,3009 E 17TH ST                                                                                      ,12-May-16,78702.0
DEADLY CONDUCT                ,Agg Assault,31-Aug-16,2709 E 14TH ST                                                                                      ,3-Jan-17,78702.0
BURGLARY OF VEHICLE           ,Theft,8-Oct-16,4320 S IH 35 SVRD SB                                                                                ,14-Oct-16,78745.0
THEFT                         ,Theft,1-Feb-16,8800 N IH 35 SVRD SB                                                                                ,16-Feb-16,78753.0
THEFT                         ,Theft,22-Nov-16,500 E 4TH ST                                                                                        ,29-Nov-16,78701.0
THEFT                         ,Theft,3-Jul-16,1110 GUADALUPE ST                                                                                   ,12-Jul-16,78701.0
BURGLARY OF RESIDENCE         ,Burglary,5-Sep-16,2101 MAPLE AVE                                                                                      ,8-Sep-16,78722.0
THEFT                         ,Theft,7-Jun-16,314 E 6TH ST                                                                                        ,13-Jun-16,78701.0
BURGLARY OF RESIDENCE         ,Burglary,2-Feb-16,2323 SAN ANTONIO ST                                                                                 ,29-Mar-16,78705.0
THEFT                         ,Theft,11-Nov-16,1030 NORWOOD PARK BLVD                                                                              ,14-Nov-16,78753.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,19-Sep-16,9052 GALEWOOD DR                                                                                    ,,78758.0
THEFT                         ,Theft,18-Dec-16,701 W RIVERSIDE DR                                                                                  ,20-Dec-16,78704.0
AUTO THEFT                    ,Auto Theft,25-Oct-16,600 W 26TH ST                                                                                       ,1-Nov-16,78705.0
BURGLARY OF VEHICLE           ,Theft,19-Jul-16,12400 N IH 35 SVRD SB                                                                               ,26-Jul-16,78753.0
BURGLARY OF RESIDENCE         ,Burglary,24-Sep-16,4504 LYRA CIR                                                                                       ,17-Nov-16,78744.0
BURGLARY NON RESIDENCE        ,Burglary,6-Jun-16,2215 E ANDERSON LN SVRD EB                                                                          ,14-Jun-16,78752.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,18-Sep-16,9800 CURLEW DR                                                                                      ,9-Nov-16,78748.0
THEFT                         ,Theft,16-Feb-16,601 E 15TH ST                                                                                       ,17-Feb-16,78701.0
BURGLARY NON RESIDENCE        ,Burglary,7-Nov-16,12602 RESEARCH BLVD SVRD SB                                                                         ,29-Nov-16,78759.0
THEFT                         ,Theft,27-Sep-16,863 AIRPORT BLVD                                                                                    ,29-Nov-16,78721.0
THEFT BY SHOPLIFTING          ,Theft,27-Dec-16,1030 NORWOOD PARK BLVD                                                                              ,3-Jan-17,78753.0
BURGLARY OF VEHICLE           ,Theft,1-Aug-16,10415 BROKEN SHOE TRL                                                                               ,3-Aug-16,78750.0
THEFT                         ,Theft,13-Oct-16,9033 RESEARCH BLVD SVRD NB                                                                          ,17-Oct-16,78758.0
BURGLARY OF VEHICLE           ,Theft,25-Apr-16,5703 HONEYBEE BND                                                                                   ,,78744.0
THEFT BY SHOPLIFTING          ,Theft,1-Dec-16,10710 RESEARCH BLVD SVRD SB                                                                         ,,78759.0
ROBBERY BY ASSAULT            ,Robbery,4-Oct-16,7247 CAMERON RD                                                                                     ,27-Oct-16,78752.0
THEFT                         ,Theft,24-Oct-16,6201 SNEED CV                                                                                       ,,78744.0
THEFT OF BICYCLE              ,Theft,2-Mar-16,1500 CROSSING PL                                                                                    ,6-Apr-16,78741.0
BURGLARY OF VEHICLE           ,Theft,7-Jun-16,9120 SWANSON LN                                                                                     ,9-Jun-16,78748.0
AUTO THEFT                    ,Auto Theft,30-Oct-16,4505 TERI RD                                                                                        ,5-Nov-16,78744.0
THEFT OF TRAILER              ,Theft,20-Apr-16,7033 E US 290 HWY SVRD EB                                                                           ,25-Apr-16,78723.0
THEFT                         ,Theft,5-Jun-16,2400 S CAPITAL OF TEXAS HWY NB                                                                      ,6-Jun-16,78746.0
THEFT                         ,Theft,4-Mar-16,12801 BUENOS AIRES PKWY                                                                             ,7-Mar-16,78617.0
THEFT                         ,Theft,26-Feb-16,317 E 6TH ST                                                                                        ,7-Mar-16,78701.0
BURGLARY OF VEHICLE           ,Theft,22-Dec-16,1180 ALAMO ST                                                                                       ,10-Feb-17,78702.0
AGG ASSAULT                   ,Agg Assault,5-Jul-16,W BEN WHITE BLVD SVRD EB / MANCHACA RD                                                              ,6-Jul-16,78745.0
THEFT BY SHOPLIFTING          ,Theft,1-May-16,10107 RESEARCH BLVD SVRD NB                                                                         ,30-Jun-16,78759.0
THEFT FROM AUTO               ,Theft,30-Nov-16,701 E STASSNEY LN                                                                                   ,12-Dec-16,78745.0
THEFT BY SHOPLIFTING          ,Theft,4-Aug-16,8311 RESEARCH BLVD SVRD NB                                                                          ,10-Aug-16,78758.0
THEFT                         ,Theft,4-Feb-16,901 W BEN WHITE BLVD SVRD EB                                                                        ,4-Feb-16,78745.0
THEFT                         ,Theft,27-Apr-16,7517 CAMERON RD                                                                                     ,5-May-16,78752.0
THEFT                         ,Theft,1-Nov-16,7301 EASTCREST DR                                                                                   ,1-Nov-16,78752.0
THEFT                         ,Theft,30-Oct-16,2222 E OLTORF ST                                                                                    ,27-Dec-16,78741.0
BURGLARY OF VEHICLE           ,Theft,15-Oct-16,501 BRAZOS ST                                                                                       ,1-Nov-16,78701.0
BURGLARY OF VEHICLE           ,Theft,7-Jun-16,2800 ESPERANZA XING                                                                                 ,10-Jun-16,78758.0
THEFT OF BICYCLE              ,Theft,23-Oct-16,3420 S CONGRESS AVE                                                                                 ,26-Oct-16,78704.0
THEFT BY SHOPLIFTING          ,Theft,21-Apr-16,11600 CENTURY OAKS TER                                                                              ,22-Apr-16,78758.0
BURGLARY OF RESIDENCE         ,Burglary,8-Mar-16,11634 PARKFIELD DR                                                                                  ,12-Jul-16,78758.0
BURGLARY OF VEHICLE           ,Theft,20-Jun-16,12621 HYMEADOW DR                                                                                   ,,78729.0
BURGLARY OF VEHICLE           ,Theft,26-May-16,2000 CULLEN AVE                                                                                     ,11-Jul-16,78757.0
THEFT BY SHOPLIFTING          ,Theft,26-May-16,9616 N LAMAR BLVD                                                                                   ,3-Jun-16,78758.0
BURGLARY OF RESIDENCE         ,Burglary,15-Dec-16,7600 NORTHCREST BLVD                                                                                ,15-Dec-16,78752.0
BURGLARY OF VEHICLE           ,Theft,14-Dec-16,4606 RIVKA CV                                                                                       ,4-Jan-17,78741.0
THEFT                         ,Theft,6-Feb-16,E 6TH ST / RED RIVER ST                                                                             ,3-Mar-16,78701.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,4-Nov-16,2104 E 2ND ST                                                                                       ,2-Dec-16,78702.0
BURGLARY OF VEHICLE           ,Theft,11-May-16,7655 N FM 620 RD                                                                                    ,16-May-16,78726.0
THEFT OF BICYCLE              ,Theft,29-Aug-16,2204 SAN GABRIEL ST                                                                                 ,1-Sep-16,78705.0
THEFT                         ,Theft,8-Jun-16,616 E 6TH ST                                                                                        ,22-Jun-16,78701.0
THEFT FROM AUTO               ,Theft,14-May-16,MANCHACA RD / JONES RD                                                                              ,8-Jun-16,78745.0
THEFT                         ,Theft,14-Apr-16,2407 LAKE AUSTIN BLVD                                                                               ,4-May-16,78703.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,16-Jun-16,6300 EL MIRANDO ST                                                                                  ,9-Oct-16,78741.0
THEFT FROM PERSON             ,Theft,18-Mar-16,403 E 6TH ST                                                                                        ,22-Mar-16,78701.0
THEFT                         ,Theft,28-Jul-16,2502 E 12TH ST                                                                                      ,20-Sep-16,78702.0
THEFT                         ,Theft,12-Nov-16,12617 RIDGELINE BLVD                                                                                ,26-Dec-16,78613.0
ROBBERY BY ASSAULT            ,Robbery,17-Jun-16,1912 VALLEY HILL CIR                                                                                ,7-Jul-16,78741.0
RAPE OF A CHILD               ,Rape,6-Sep-16,,10-Feb-17,
THEFT BY SHOPLIFTING          ,Theft,28-Jan-16,7112 ED BLUESTEIN BLVD SB                                                                           ,1-Mar-16,78723.0
BURGLARY OF RESIDENCE         ,Burglary,17-Dec-16,1709 ENDER CV                                                                                       ,19-Dec-16,78727.0
BURGLARY OF RESIDENCE         ,Burglary,27-Jun-16,11508 SATCHEL DR                                                                                    ,5-Jul-16,78754.0
BURGLARY OF VEHICLE           ,Theft,9-Jun-16,5512 FORT BENTON DR                                                                                 ,27-Jun-16,78735.0
THEFT BY SHOPLIFTING          ,Theft,27-Sep-16,1701 BRIARCLIFF BLVD                                                                                ,21-Nov-16,78723.0
THEFT BY SHOPLIFTING          ,Theft,20-Dec-16,1000 E 41ST ST                                                                                      ,21-Dec-16,78751.0
THEFT                         ,Theft,5-Jan-16,1030 NORWOOD PARK BLVD                                                                              ,5-Jan-16,78753.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,18-Mar-16,12112 ROXIE DR                                                                                      ,22-Mar-16,78729.0
THEFT                         ,Theft,19-Dec-16,720 E OLTORF ST                                                                                     ,23-Feb-17,78704.0
BURGLARY OF VEHICLE           ,Theft,3-May-16,7920 SAN FELIPE BLVD                                                                                ,9-May-16,78729.0
THEFT                         ,Theft,27-Aug-16,9911 BRODIE LN                                                                                      ,,78748.0
BURGLARY OF VEHICLE           ,Theft,23-Aug-16,1906 FAIRLAWN LN                                                                                    ,27-Sep-16,78704.0
THEFT                         ,Theft,12-Jun-16,2642 BARTON HILLS DR                                                                                ,13-Jun-16,78704.0
THEFT                         ,Theft,27-Jun-16,10000 RESEARCH BLVD SB                                                                              ,30-Jun-16,78759.0
AUTO THEFT                    ,Auto Theft,5-Nov-16,3109 COLLINS CREEK DR                                                                               ,15-Nov-16,78741.0
THEFT                         ,Theft,17-Aug-16,515 CONGRESS AVE                                                                                    ,28-Sep-16,78701.0
BURGLARY OF VEHICLE           ,Theft,28-Apr-16,3111 PARKER LN                                                                                      ,2-Jun-16,78741.0
AUTO THEFT                    ,Auto Theft,27-Mar-16,908 NALIDE ST                                                                                       ,18-May-16,78745.0
BURGLARY OF RESIDENCE         ,Burglary,22-Nov-16,9201 BRODIE LN                                                                                      ,23-Nov-16,78748.0
BURGLARY OF VEHICLE           ,Theft,18-Jun-16,3207 BENBROOK DR                                                                                    ,24-Jun-16,78757.0
THEFT                         ,Theft,2-Jun-16,14233 THE LAKES BLVD                                                                                ,8-Jun-16,78660.0
BURGLARY OF RESIDENCE         ,Burglary,1-Dec-16,7808 ALOPHIA DR                                                                                     ,2-Dec-16,78739.0
BURGLARY OF VEHICLE           ,Theft,24-Jun-16,8128 N IH 35 SVRD SB                                                                                ,28-Jun-16,78753.0
THEFT OF BICYCLE              ,Theft,19-Sep-16,600 CONGRESS AVE                                                                                    ,27-Sep-16,78701.0
THEFT                         ,Theft,17-Apr-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,17-Apr-16,78746.0
BURGLARY OF RESIDENCE         ,Burglary,3-May-16,12517 BLACK HILLS DR                                                                                ,19-May-16,78739.0
AUTO THEFT                    ,Auto Theft,29-Mar-16,9017 PARKFIELD DR                                                                                   ,29-Mar-16,78758.0
AUTO THEFT                    ,Auto Theft,1-Jan-16,702 LAMAR PL                                                                                        ,2-Jan-16,78752.0
BURGLARY OF VEHICLE           ,Theft,5-Jan-16,4911 MANCHACA RD                                                                                    ,6-Jan-16,78745.0
BURGLARY OF VEHICLE           ,Theft,8-Jun-16,824 FAIRFIELD DR                                                                                    ,10-Jun-16,78758.0
THEFT                         ,Theft,8-May-16,7112 ED BLUESTEIN BLVD SB                                                                           ,8-Sep-16,78723.0
THEFT FROM AUTO               ,Theft,1-Mar-16,710 E BEN WHITE BLVD SVRD WB                                                                        ,16-Mar-16,78704.0
THEFT                         ,Theft,5-Jun-16,2400 S CAPITAL OF TEXAS HWY NB                                                                      ,6-Jun-16,78746.0
BURGLARY OF VEHICLE           ,Theft,18-May-16,203 E 31ST ST                                                                                       ,20-May-16,78705.0
THEFT BY SHOPLIFTING          ,Theft,8-Mar-16,5300 S MOPAC EXPY SVRD SB                                                                           ,9-Mar-16,78749.0
BURGLARY OF VEHICLE           ,Theft,17-Jul-16,REAL ST / ALEXANDER AVE                                                                             ,18-Jul-16,78722.0
THEFT                         ,Theft,17-Nov-16,6307 WEST COURTYARD DR                                                                              ,17-Nov-16,78730.0
BURGLARY OF VEHICLE           ,Theft,14-Jan-16,6610 BURNET RD                                                                                      ,20-Jan-16,78757.0
THEFT BY SHOPLIFTING          ,Theft,2-Jul-16,11200 LAKELINE MALL DR                                                                              ,2-Jul-16,78613.0
RAPE OF A CHILD               ,Rape,30-Aug-16,,18-Jan-17,78723.0
THEFT                         ,Theft,22-Feb-16,6100 E RIVERSIDE DR                                                                                 ,,78741.0
THEFT OF BICYCLE              ,Theft,28-Nov-16,808 W 29TH ST                                                                                       ,7-Dec-16,78705.0
BURGLARY OF VEHICLE           ,Theft,24-Aug-16,4701 S IH 35 SVRD NB                                                                                ,25-Aug-16,78744.0
THEFT                         ,Theft,2-May-16,500 W 10TH ST                                                                                       ,4-May-16,78701.0
BURGLARY OF VEHICLE           ,Theft,28-Jun-16,3116 S CONGRESS AVE                                                                                 ,11-Jul-16,78704.0
BURGLARY OF VEHICLE           ,Theft,19-Mar-16,7522 N IH 35 SVRD SB                                                                                ,14-Apr-16,78752.0
THEFT                         ,Theft,4-Sep-16,E 6TH ST / CONGRESS AVE                                                                             ,7-Sep-16,78701.0
THEFT OF BICYCLE              ,Theft,22-Jan-16,111 CONGRESS AVE                                                                                    ,27-Jan-16,78701.0
BURGLARY OF VEHICLE           ,Theft,12-Jun-16,5343 OLD SPICEWOOD SPRINGS RD                                                                       ,16-Jun-16,78731.0
THEFT                         ,Theft,14-Jul-16,4800 SCARSDALE DR                                                                                   ,20-Jul-16,78744.0
BURGLARY OF RESIDENCE         ,Burglary,1-Apr-16,1023 W MILTON ST                                                                                    ,6-Apr-16,78704.0
THEFT BY SHOPLIFTING          ,Theft,9-Aug-16,1000 E 41ST ST                                                                                      ,9-Aug-16,78751.0
